link,index,title,artist,rating,has_audio,has_video,date,uploader,total_downloads
patches.php?mode=show&unit=G3&ID=10938,10938,House of the Rising Sun,Geordie etc.,,False,True,2018-11-13,boxvictor,11
patches.php?mode=show&unit=G3&ID=10916,10916,Modern Metal / Djent,-,,False,False,2018-10-02,purnadika,171
patches.php?mode=show&unit=G3&ID=10884,10884,Brown sound,EVH,1.0,False,True,2018-09-04,J.D.S.,216
patches.php?mode=show&unit=G3&ID=10870,10870,PinkR,Pink Floyd,5.0,False,True,2018-08-21,J.D.S.,339
patches.php?mode=show&unit=G3&ID=10871,10871,PinkS,Pink Floyd,4.0,False,True,2018-08-21,J.D.S.,188
patches.php?mode=show&unit=G3&ID=10872,10872,Bass,J.D.S.,,False,True,2018-08-21,J.D.S.,123
patches.php?mode=show&unit=G3&ID=10849,10849,T.S.O.8.L,Krail Anuar,5.0,False,False,2018-08-07,NU - OFF,160
patches.php?mode=show&unit=G3&ID=10850,10850,T.S.O.8.L,Krail Anuar,3.5,False,False,2018-08-07,666,135
patches.php?mode=show&unit=G3&ID=10822,10822,KRAiL ANUAR 666,T.S.O.8.L ( Krail Anuar ),2.7,False,False,2018-07-06,Krail Anuar,208
patches.php?mode=show&unit=G3&ID=10774,10774,apache,the shadows,2.0,False,False,2018-06-11,jeffrey ball,420
patches.php?mode=show&unit=G3&ID=10775,10775,we will rock you,brian may,3.0,False,False,2018-06-11,jeffrey ball,431
patches.php?mode=show&unit=G3&ID=10776,10776,jean genie,mick ronson,,False,False,2018-06-11,jeffrey ball,171
patches.php?mode=show&unit=G3&ID=10777,10777,clean roland 120 amp,80s,2.0,False,False,2018-06-11,jeffrey ball,415
patches.php?mode=show&unit=G3&ID=10778,10778,soldano,rock 70s,,False,False,2018-06-11,jeffrey ball,271
patches.php?mode=show&unit=G3&ID=10779,10779,get it on,marc bolan   t.rex,1.0,False,False,2018-06-11,jeffrey ball,161
patches.php?mode=show&unit=G3&ID=10720,10720,JDSBass,Jozef Stiavnicky,,False,True,2018-05-07,JDS,372
patches.php?mode=show&unit=G3&ID=10693,10693,Symphony of Destruction,Megadeth Dave Mustaine,3.7,True,False,2018-04-15,sykaTHEoNe Mari...,613
patches.php?mode=show&unit=G3&ID=10678,10678,Zoom G5N Slash Sweet Child o Mine,Slash,1.0,False,False,2018-04-07,Andrew Miles,573
patches.php?mode=show&unit=G3&ID=10667,10667,Perfect Strangers,Ritchie Blackmore,3.5,False,True,2018-04-03,boxvictor,520
patches.php?mode=show&unit=G3&ID=10661,10661,Tornado of Souls,Megadeth-Dave Mustaine,4.5,True,True,2018-03-30,sykaTHEoNe Mari...,623
patches.php?mode=show&unit=G3&ID=10640,10640,Zoom G3 & G5 patches converted for Zoom G3x,Zoom & Zoom Famous Artists,5.0,False,False,2018-03-23,Görkem,1027
patches.php?mode=show&unit=G3&ID=10629,10629,TheWall,David GILMOUR,5.0,True,False,2018-03-20,Bruno Heurtin,669
patches.php?mode=show&unit=G3&ID=10630,10630,The Wall (good file),David Gilmour,5.0,True,False,2018-03-20,Bruno HEURTIN,683
patches.php?mode=show&unit=G3&ID=10622,10622,Rust in Peace Album Tone,Megadeth,3.0,False,False,2018-03-17,sykaTHEoNe Mari...,380
patches.php?mode=show&unit=G3&ID=10623,10623,Chris,RudeRecords - Ageless Minds,4.0,False,False,2018-03-17,Chris,300
patches.php?mode=show&unit=G3&ID=10580,10580,Talking Cry  (Shark's Throat) Sound,ZOOM G3X best sounds,5.0,False,True,2018-02-22,boxvictor,614
patches.php?mode=show&unit=G3&ID=10567,10567,Megadeth - Lucretia Dave Mustaine Guitar Tone,Megadeth,3.0,True,True,2018-02-12,"""sykaTHEoNe"" Ma...",597
patches.php?mode=show&unit=G3&ID=10568,10568,AhChoirBG,Carlo Natali,,True,False,2018-02-12,Carlo Natali,310
patches.php?mode=show&unit=G3&ID=10536,10536,Metalcore \ All-round,Various,4.0,False,False,2018-01-28,napp,602
patches.php?mode=show&unit=G3&ID=10532,10532,the distinctive sound of Brian's 70`-80`,Brian May,4.0,False,True,2018-01-26,boxvictor,965
patches.php?mode=show&unit=G3&ID=10520,10520,Holy Wars... The Punishment Due Guitar Tone,Megadeth,4.5,True,False,2018-01-22,sykaTHEoNe Mari...,671
patches.php?mode=show&unit=G3&ID=10517,10517,Holy Wars Dave Mustaine Tone Version 2,Megadeth,5.0,True,False,2018-01-20,sykaTHEoNe Mari...,442
patches.php?mode=show&unit=G3&ID=10518,10518,Holy Wars Dave Mustaine Tone Version 2 (FIXED),Megadeth,4.0,True,False,2018-01-20,sykaTHEoNe Mari...,461
patches.php?mode=show&unit=G3&ID=10510,10510,Hangar 18 Marty Friedman Tone,Megadeth,5.0,True,False,2018-01-18,sykaTHEoNe Mari...,579
patches.php?mode=show&unit=G3&ID=10508,10508,Holy Wars... The Punishment Due Dave Mustaine Guit,Megadeth,5.0,False,False,2018-01-17,"""sykaTHEoNe"" Ma...",342
patches.php?mode=show&unit=G3&ID=10509,10509,Holy Wars... The Punishment Due Dave Mustaine Tone,Megadeth,5.0,True,False,2018-01-17,sykaTHEoNe Mari...,438
patches.php?mode=show&unit=G3&ID=10490,10490,Quo Crunch,60-80` Marshall sounds,5.0,False,True,2018-01-09,boxvictor,661
patches.php?mode=show&unit=G3&ID=10491,10491,Ms Crunch 70`,60-80` Marshall sounds,3.5,False,True,2018-01-09,boxvictor,560
patches.php?mode=show&unit=G3&ID=10492,10492,Quo Crunch,60-80` Marshall sounds,3.5,False,True,2018-01-09,boxvictor,379
patches.php?mode=show&unit=G3&ID=10430,10430,G3X USER AREA ver DE? 2017,ZOOM G3X World musicians and the best sounds,3.0,False,True,2017-12-25,boxvictor,854
patches.php?mode=show&unit=G3&ID=10428,10428,Run Like Hell,Pink Floyd,2.0,False,False,2017-12-23,Fabio Floyd,604
patches.php?mode=show&unit=G3&ID=10418,10418,Zoom G3x - CLEAR TREMOLO + OVERDRIVE,luigi cantelmo,1.5,False,True,2017-12-15,luigi cantelmo,614
patches.php?mode=show&unit=G3&ID=10419,10419,Zoom G3x - CLEAR TREMOLO + OVERDRIVE,luigi cantelmo,1.0,False,True,2017-12-15,luigi cantelmo,462
patches.php?mode=show&unit=G3&ID=10403,10403,G3X USER AREA ver NOV 2017,World musicians and the best sounds,5.0,False,False,2017-12-05,boxvictor,884
patches.php?mode=show&unit=G3&ID=10350,10350,Zoom G3x - Crunch Guitar Patch,luigi cantelmo,4.5,False,True,2017-11-03,luigi cantelmo,1081
patches.php?mode=show&unit=G3&ID=10346,10346,Theme for Young Lovers,Shadows,5.0,False,False,2017-11-02,Pit,756
patches.php?mode=show&unit=G3&ID=10327,10327,A Rite of Passage,Dream Theater,2.0,True,False,2017-10-24,Renylo M,863
patches.php?mode=show&unit=G3&ID=10323,10323,LeadCN24/FunkySolo1,Carlo Natali,,True,False,2017-10-22,Carlo60,593
patches.php?mode=show&unit=G3&ID=10324,10324,SynthBASS1/Birdland,Weather Report,4.0,True,False,2017-10-22,Carlo60,505
patches.php?mode=show&unit=G3&ID=10325,10325,AcouORG5/Yesterday,The Beatles,4.0,True,False,2017-10-22,Carlo60,609
patches.php?mode=show&unit=G3&ID=10252,10252,Walk of life ORGAN sound,Dire Straits,3.0,True,False,2017-09-25,Carlo60,737
patches.php?mode=show&unit=G3&ID=10245,10245,BagPipe/Cornamusa,Scottish/Celtic instrument,4.0,False,False,2017-09-21,Carlo60,496
patches.php?mode=show&unit=G3&ID=10237,10237,AcORG1/Hurt,Johnny Cash,3.0,True,False,2017-09-14,Carlo60,746
patches.php?mode=show&unit=G3&ID=10231,10231,Hammond2/A whiter shade of pale,Procolarum,4.0,True,False,2017-09-13,Carlo60,629
patches.php?mode=show&unit=G3&ID=10232,10232,80 LEAD SOUND,EUROPE,4.6,False,True,2017-09-13,Riccardo Sergio,1544
patches.php?mode=show&unit=G3&ID=10233,10233,Manhattan Clean,Eric Johnson,4.5,False,True,2017-09-13,Riccardo Sergio,1284
patches.php?mode=show&unit=G3&ID=10234,10234,Manhattan Lead,Eric Johnson,4.5,False,True,2017-09-13,Riccardo Sergio,965
patches.php?mode=show&unit=G3&ID=10235,10235,Waves,Guthrie Govan,5.0,False,True,2017-09-13,Riccardo Sergio,1054
patches.php?mode=show&unit=G3&ID=10229,10229,Epitom3EHX,Denis Plaine,3.0,False,False,2017-09-12,DPlaine,470
patches.php?mode=show&unit=G3&ID=10224,10224,SitarCN1,Ravi Shankar,2.0,True,False,2017-09-10,Carlo60,637
patches.php?mode=show&unit=G3&ID=10219,10219,Violin2,Carlo60,1.0,False,False,2017-09-07,Carlo60,647
patches.php?mode=show&unit=G3&ID=10220,10220,DOBROCN,Carlo60,4.0,False,False,2017-09-07,Carlo60,396
patches.php?mode=show&unit=G3&ID=10214,10214,Angus,Angus McKinnon Young,5.0,True,False,2017-09-06,boxvictor,838
patches.php?mode=show&unit=G3&ID=10215,10215,Violin1,Carlo60,,False,False,2017-09-06,Carlo60,577
patches.php?mode=show&unit=G3&ID=10210,10210,ApacheCN2,Shadows,2.0,True,True,2017-09-05,Carlo60,819
patches.php?mode=show&unit=G3&ID=10211,10211,ORGLesl/(Walk of life),Dire Strait,4.5,True,True,2017-09-05,Carlo60,535
patches.php?mode=show&unit=G3&ID=10207,10207,boston,tom scholz,5.0,True,False,2017-08-28,alenio,629
patches.php?mode=show&unit=G3&ID=10200,10200,Zoom G3x guitar looping Vox vt20+ (acoustic simula,LuigiCantelmo,,False,True,2017-08-24,Zoom G3x guitar...,778
patches.php?mode=show&unit=G3&ID=10201,10201,Zoom G3x guitar looping Vox vt20+acoustic simulato,luigicantelmo,,False,True,2017-08-24,LuigiCantelmo,609
patches.php?mode=show&unit=G3&ID=10197,10197,Zoom G3x - Funk Clear + Comp + Early Reflection,Luiss,1.0,False,True,2017-08-21,Luiss,664
patches.php?mode=show&unit=G3&ID=10190,10190,Stereo Auto Whawha Funk Patch,Luigi,3.5,False,True,2017-08-11,Luiss,805
patches.php?mode=show&unit=G3&ID=10148,10148,Square Bass,Christina Hiro,3.0,False,False,2017-07-19,Christina Hiro,603
patches.php?mode=show&unit=G3&ID=10146,10146,Stupendo live Modena Park arpeggios guitar intro,Vince Pastano,5.0,True,False,2017-07-14,An Stevens,908
patches.php?mode=show&unit=G3&ID=10137,10137,Do I Wanna  Know,Arctic Monkeys,3.0,True,False,2017-07-06,Joan,811
patches.php?mode=show&unit=G3&ID=9923,9923,Like A Stone - Verse,Audioslave,4.0,False,False,2017-05-19,fingerdish,886
patches.php?mode=show&unit=G3&ID=9924,9924,Like A Stone - Chorus,Audioslave,2.5,False,False,2017-05-19,fingerdish,828
patches.php?mode=show&unit=G3&ID=9925,9925,Like A Stone - Bridge/Solo,Audioslave,4.5,False,False,2017-05-19,fingerdish,851
patches.php?mode=show&unit=G3&ID=9920,9920,Th Dark Side Of The Moon,Pink Floyd,4.5,False,False,2017-05-16,Chastel98,1408
patches.php?mode=show&unit=G3&ID=9913,9913,Sweet child o' mine,Slash,4.7,False,True,2017-05-09,An Stevens,2618
patches.php?mode=show&unit=G3&ID=9907,9907,Top Gun,Steve Stevens,5.0,False,True,2017-05-07,An Stevens,1212
patches.php?mode=show&unit=G3&ID=9897,9897,Another brick in the wall,Pink Floyd,4.3,False,True,2017-05-06,An Stevens,1847
patches.php?mode=show&unit=G3&ID=9899,9899,The show is go on!!!!,Brian May,4.0,False,True,2017-05-06,An Stevens,1211
patches.php?mode=show&unit=G3&ID=9900,9900,Surf tone Misirlou,An Stevens,3.0,False,True,2017-05-06,An Stevens,626
patches.php?mode=show&unit=G3&ID=9901,9901,Satriani Summer Song Style,An Stevens,5.0,False,True,2017-05-06,An Stevens,936
patches.php?mode=show&unit=G3&ID=9902,9902,Stef Burns Style/Jeff Beck,An Stevens,4.0,False,True,2017-05-06,An Stevens,894
patches.php?mode=show&unit=G3&ID=9884,9884,Metal Rhythm,just my own patch,,True,False,2017-05-02,iamnottellingyo...,1135
patches.php?mode=show&unit=G3&ID=9876,9876,Zoom Original Presets (G2 and G5 converted for G3X,Zoom and Zoom Official Artists,4.2,False,False,2017-04-28,Zoom,1852
patches.php?mode=show&unit=G3&ID=9864,9864,Original Clean Fenrder,Me,2.0,False,True,2017-04-26,Tomiz,1226
patches.php?mode=show&unit=G3&ID=9865,9865,Steve Vai Clean Carvin legacy,Me,,False,True,2017-04-26,Tomiz,806
patches.php?mode=show&unit=G3&ID=9866,9866,Acoustica  near original,Me,4.0,False,True,2017-04-26,Tomiz,978
patches.php?mode=show&unit=G3&ID=9867,9867,Steve Vai legacy carvin,Me,3.0,False,True,2017-04-26,Tomiz,730
patches.php?mode=show&unit=G3&ID=9868,9868,Dist./Soling voice for songs 1,Me,3.0,False,True,2017-04-26,Tomiz,559
patches.php?mode=show&unit=G3&ID=9869,9869,Termolo Rock,Me,,False,True,2017-04-26,Tomiz,557
patches.php?mode=show&unit=G3&ID=9870,9870,Soling 2,Me,,False,True,2017-04-26,Tomiz,500
patches.php?mode=show&unit=G3&ID=9871,9871,Folk/Solo folk,Me,,False,True,2017-04-26,Tomiz,627
patches.php?mode=show&unit=G3&ID=9844,9844,the shadows the full monty,hank marvin and the shadows,,False,False,2017-04-14,spinner snake,971
patches.php?mode=show&unit=G3&ID=9843,9843,the shadows,the shadows,2.0,False,False,2017-04-12,d d,770
patches.php?mode=show&unit=G3&ID=9838,9838,HEAVY METAL hard rock,PANTERA,3.8,False,True,2017-04-10,gabryga76,2019
patches.php?mode=show&unit=G3&ID=9833,9833,Tak matsumoto   1992,Tak matsumoto,4.0,False,False,2017-04-09,KBS brother,765
patches.php?mode=show&unit=G3&ID=9831,9831,Signos,Soda Stereo,,False,False,2017-04-08,Rod Castler,596
patches.php?mode=show&unit=G3&ID=9825,9825,The Black,Asking Alexandria,5.0,True,False,2017-03-30,psychoberry,1151
patches.php?mode=show&unit=G3&ID=9822,9822,SRV,Stevie Ray Vaughn,,False,True,2017-03-27,Youtube,1311
patches.php?mode=show&unit=G3&ID=9817,9817,LIVIN ' ON A PRAYER,BON JOVI  SAMBORA,4.6,False,True,2017-03-25,gabryga76,1916
patches.php?mode=show&unit=G3&ID=9812,9812,Big Sur Moon,Buckethead,,False,False,2017-03-24,Dark Brocoli,590
patches.php?mode=show&unit=G3&ID=9816,9816,LIVIN ' ON A PRAYER,BON JOVI  SAMBORA,4.5,True,False,2017-03-24,gabryga76,1165
patches.php?mode=show&unit=G3&ID=9809,9809,SHINE ON YOU CRAZY DIAMOND,PINK FLOYD DAVID GILMOUR,4.5,False,False,2017-03-22,gabryga76,961
patches.php?mode=show&unit=G3&ID=9810,9810,SHINE ON YOU CRAZY DIAMOND,PINK FLOYD DAVID GILMOUR,4.8,False,True,2017-03-22,gabryga76,1900
patches.php?mode=show&unit=G3&ID=9806,9806,CONFORTABLY NUMB,DAVID GILMOUR PINK FLOYD,4.3,False,True,2017-03-20,gabryga76,3331
patches.php?mode=show&unit=G3&ID=9790,9790,TAK DRIVE,B'Z,3.0,False,False,2017-03-19,sumi,581
patches.php?mode=show&unit=G3&ID=9791,9791,DZ LEAD,NONE,,False,False,2017-03-19,sumi,449
patches.php?mode=show&unit=G3&ID=9792,9792,RANDY R,OZZY OSBOUNE,,False,False,2017-03-19,sumi,734
patches.php?mode=show&unit=G3&ID=9779,9779,KNOCKING ON HEAVEN'S DOOR,GUNS N ROSES SLASH,4.5,False,True,2017-03-17,gabryga76,3203
patches.php?mode=show&unit=G3&ID=9771,9771,ACOUSTIC,NONE,4.0,False,True,2017-03-13,gabryga76,1624
patches.php?mode=show&unit=G3&ID=9772,9772,ACOUSTIC SIMULATION RITHM,NONE,4.0,False,True,2017-03-13,gabryga76,1066
patches.php?mode=show&unit=G3&ID=9773,9773,BASS SIMULATION,NONE,3.5,False,True,2017-03-13,gabryga76,1077
patches.php?mode=show&unit=G3&ID=9774,9774,DIST RITH WITH EQ,NONE,4.0,False,True,2017-03-13,gabryga76,710
patches.php?mode=show&unit=G3&ID=9775,9775,ACOUSTIC LEAD,NONE,4.8,False,True,2017-03-13,gabryga76,4775
patches.php?mode=show&unit=G3&ID=9776,9776,LEAD,Gilmour,4.2,False,True,2017-03-13,gabryga76,4663
patches.php?mode=show&unit=G3&ID=9768,9768,If I Could Fly,Helloween,1.0,False,True,2017-03-10,Danilo Lima,586
patches.php?mode=show&unit=G3&ID=9769,9769,If I Could Fly (solo),Helloween,3.0,False,True,2017-03-10,Danilo Lima,551
patches.php?mode=show&unit=G3&ID=9752,9752,Shine on you crazy diamond,Pink Floyd,1.5,False,False,2017-03-01,Fabio Floyd,727
patches.php?mode=show&unit=G3&ID=9742,9742,solo lead Alien,Gilmour,5.0,False,True,2017-02-19,gabryga76,2366
patches.php?mode=show&unit=G3&ID=9743,9743,solo lead fbcombo,Gilmour,4.7,False,True,2017-02-19,gabryga76,1317
patches.php?mode=show&unit=G3&ID=9739,9739,walk&BestofYou,Foo Fighters,3.7,True,False,2017-02-18,Boy,918
patches.php?mode=show&unit=G3&ID=9740,9740,SC for HB,(none),4.0,True,False,2017-02-18,P.Z.,469
patches.php?mode=show&unit=G3&ID=9690,9690,Tears of an Angel (Marty Friedman),Marty Friedman,1.0,False,False,2017-01-27,Patrick,624
patches.php?mode=show&unit=G3&ID=9686,9686,Gratitude,a2c,3.5,False,False,2017-01-24,Patrick,578
patches.php?mode=show&unit=G3&ID=9687,9687,Jaguar 13,Michiya Haruhata,4.0,False,False,2017-01-24,Patrick,583
patches.php?mode=show&unit=G3&ID=9688,9688,Dragonforce,Dragonforce,2.0,False,False,2017-01-24,Patrick,800
patches.php?mode=show&unit=G3&ID=9685,9685,Silvera,Gojira,3.0,False,True,2017-01-23,Danilo Lima,787
patches.php?mode=show&unit=G3&ID=9672,9672,ENJOY,ALL,3.0,False,False,2017-01-14,burimveliu,616
patches.php?mode=show&unit=G3&ID=9637,9637,messa boo,drive,3.5,False,False,2016-12-26,burimveliu,868
patches.php?mode=show&unit=G3&ID=9638,9638,clean,clean,2.0,False,False,2016-12-26,burimveliu,1000
patches.php?mode=show&unit=G3&ID=9635,9635,Crunch Rhythm Sound,Juca Nery,3.0,False,False,2016-12-25,jucanery,664
patches.php?mode=show&unit=G3&ID=9630,9630,Rocket Ride,KISS/Ace Frehley,1.0,False,False,2016-12-22,Hippie James,605
patches.php?mode=show&unit=G3&ID=9627,9627,COUNTDOW TO EXTINCTION/Symphony Of Destruction,MEGADETH,3.0,False,False,2016-12-18,RiFFMasteR9000,988
patches.php?mode=show&unit=G3&ID=9622,9622,Rock sound,some of the best,3.0,False,True,2016-12-16,J.D.S.,1449
patches.php?mode=show&unit=G3&ID=9617,9617,Back in Black,AC/DC,3.7,True,False,2016-12-15,J.D.S.,3019
patches.php?mode=show&unit=G3&ID=9618,9618,Refuzzverb,J.D.S.,3.7,True,False,2016-12-15,J.D.S.,630
patches.php?mode=show&unit=G3&ID=9613,9613,Shoegazin,N/A,2.0,False,False,2016-12-13,Sam Marlatt lll,509
patches.php?mode=show&unit=G3&ID=9614,9614,Verb is the Word,Sam Marlatt lll,3.3,True,False,2016-12-13,Sam Marlatt lll,660
patches.php?mode=show&unit=G3&ID=9615,9615,Acoustic,J.D.S.,3.0,True,False,2016-12-13,J.D.S.,1176
patches.php?mode=show&unit=G3&ID=9616,9616,Unchained,Van Halen,3.0,True,False,2016-12-13,J.D.S.,897
patches.php?mode=show&unit=G3&ID=9605,9605,Solo / Making Love Out Nothing All,Air Supply,5.0,True,False,2016-12-12,Renylo M,905
patches.php?mode=show&unit=G3&ID=9604,9604,KingDiam,King Diamond,3.3,True,False,2016-12-10,StÃ©phane Per...,646
patches.php?mode=show&unit=G3&ID=9597,9597,Paranoid,T.Iommi,3.5,True,False,2016-12-09,JozephDS,834
patches.php?mode=show&unit=G3&ID=9598,9598,Dreaming Of You,Matt Schofield,4.5,True,False,2016-12-09,tigerwalk,571
patches.php?mode=show&unit=G3&ID=9599,9599,Unchained,Eddie VH,4.5,True,False,2016-12-09,JozephDS,811
patches.php?mode=show&unit=G3&ID=9592,9592,Praise & Worship Patch Set 2016,Praise & Worship,1.0,False,False,2016-12-08,Meiannatee,1162
patches.php?mode=show&unit=G3&ID=9593,9593,Ghost Pepper,N/A,5.0,False,False,2016-12-08,Sam Marlatt lll,670
patches.php?mode=show&unit=G3&ID=9594,9594,Mr.David,David Gilmour,4.0,True,False,2016-12-08,JozephDS,1236
patches.php?mode=show&unit=G3&ID=9595,9595,Eruption,Eddie VH,4.0,True,False,2016-12-08,JozephDS,1235
patches.php?mode=show&unit=G3&ID=9596,9596,Matt Schofield tone,Matt Schofield,3.5,True,False,2016-12-08,tigerwalk,562
patches.php?mode=show&unit=G3&ID=9589,9589,Piano on Guitar,Me,2.5,False,False,2016-12-06,IG:@mochazmy,1031
patches.php?mode=show&unit=G3&ID=9588,9588,P.Z. - Amp Models - High Cut,none,4.0,False,False,2016-12-04,P.Z.,508
patches.php?mode=show&unit=G3&ID=9568,9568,Funky Monks,Red Hot Chili Peppers,4.0,False,True,2016-11-19,SÃ©bastien ca...,1075
patches.php?mode=show&unit=G3&ID=9569,9569,Suck My Kiss (solo),Red Hot Chili Peppers,4.0,False,True,2016-11-19,SÃ©bastien ca...,733
patches.php?mode=show&unit=G3&ID=9570,9570,Mellowship Slinky (intro / Outro),Red Hot Chili Peppers,4.0,False,True,2016-11-19,SÃ©bastien ca...,556
patches.php?mode=show&unit=G3&ID=9571,9571,Mellowship Slinky (intro / Outro),Red Hot Chili Peppers,1.0,False,True,2016-11-19,SÃ©bastien ca...,437
patches.php?mode=show&unit=G3&ID=9572,9572,Mellowship Slinky clean,Red Hot Chili Peppers,4.0,False,True,2016-11-19,SÃ©bastien ca...,627
patches.php?mode=show&unit=G3&ID=9573,9573,The Righteous And The Wicked clean,Red Hot Chili Peppers,1.0,False,True,2016-11-19,SÃ©bastien ca...,578
patches.php?mode=show&unit=G3&ID=9574,9574,The Righteous And The Wicked lead,Red Hot Chili Peppers,3.0,False,True,2016-11-19,SÃ©bastien ca...,504
patches.php?mode=show&unit=G3&ID=9575,9575,The Power Of Equality,Red Hot Chili Peppers,4.0,False,True,2016-11-19,SÃ©bastien ca...,582
patches.php?mode=show&unit=G3&ID=9550,9550,Sabbath Wah,Black Sabbath,3.0,False,False,2016-11-06,Hippie James,673
patches.php?mode=show&unit=G3&ID=9542,9542,Tame impala,Tame impala,3.0,False,False,2016-11-01,AlexR,687
patches.php?mode=show&unit=G3&ID=9543,9543,Synth Lead Tame impala,Tame Impala,1.0,False,False,2016-11-01,AlexR,665
